Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1998-12-22 00:00:00-05:00,14.622290745677564,14.671524047851562,14.622290745677564,14.671524047851562,600,0.0,0.0,0.0
1998-12-23 00:00:00-05:00,14.779845558559044,14.966932211199033,14.779845558559044,14.927545547485352,900,0.0,0.0,0.0
1998-12-24 00:00:00-05:00,15.065386947244406,15.134313554192582,15.016153656567136,15.124466896057129,1400,0.0,0.0,0.0
1998-12-28 00:00:00-05:00,15.124471871964055,15.213091824338845,15.124471871964055,15.203245162963867,7400,0.0,0.0,0.0
1998-12-29 00:00:00-05:00,15.28201901958363,15.419872283935545,15.28201901958363,15.419872283935547,1400,0.0,0.0,0.0
1998-12-30 00:00:00-05:00,15.410032143877284,15.410032143877284,15.311565484810977,15.3509521484375,2800,0.0,0.0,0.0
1998-12-31 00:00:00-05:00,15.350950532893794,15.478957176208496,15.32141053828271,15.478957176208496,33100,0.0,0.0,0.0
1999-01-04 00:00:00-05:00,15.498650004479193,15.656196637307445,15.262330055236816,15.262330055236816,6400,0.0,0.0,0.0
1999-01-05 00:00:00-05:00,15.419875521123332,15.606962133448585,15.350948874477188,15.577422142028809,2000,0.0,0.0,0.0
1999-01-06 00:00:00-05:00,15.72512288907967,15.961442832309421,15.72512288907967,15.912209510803223,13500,0.0,0.0,0.0
1999-01-07 00:00:00-05:00,15.794048261701986,15.833434915721194,15.656194972634761,15.774354934692383,13100,0.0,0.0,0.0
1999-01-08 00:00:00-05:00,15.734968563585625,15.912208509858806,15.646348590449035,15.892515182495117,11000,0.0,0.0,0.0
1999-01-11 00:00:00-05:00,15.853124329863377,15.853124329863377,15.67588443052329,15.744811058044434,2200,0.0,0.0,0.0
1999-01-12 00:00:00-05:00,15.666041108626354,15.705427761319317,15.508494497854498,15.557727813720703,6500,0.0,0.0,0.0
1999-01-13 00:00:00-05:00,15.14417080569577,15.350950771183163,15.124477475649352,15.163864135742188,1700,0.0,0.0,0.0
1999-01-14 00:00:00-05:00,15.124479230369374,15.262332556687845,15.094939231872559,15.094939231872559,4100,0.0,0.0,0.0
1999-01-15 00:00:00-05:00,15.173712162118145,15.390338812064023,15.173712162118145,15.3509521484375,4900,0.0,0.0,0.0
1999-01-19 00:00:00-05:00,15.488808298478704,15.488808298478704,15.19340826735705,15.321414947509766,10100,0.0,0.0,0.0
1999-01-20 00:00:00-05:00,15.360800519614468,15.43957385561249,15.252487182617188,15.252487182617188,1700,0.0,0.0,0.0
1999-01-21 00:00:00-05:00,15.213086819276212,15.213086819276212,15.114620237921674,15.124466896057129,2500,0.0,0.0,0.0
1999-01-22 00:00:00-05:00,14.907847206906018,14.966927182626913,14.829073905944824,14.829073905944824,8700,0.0,0.0,0.0
1999-01-25 00:00:00-05:00,14.89800586675523,15.07524585723877,14.878312534479281,15.07524585723877,4600,0.0,0.0,0.0
1999-01-26 00:00:00-05:00,15.07524585723877,15.07524585723877,15.07524585723877,15.07524585723877,0,0.0,0.0,0.0
1999-01-27 00:00:00-05:00,15.252485145474903,15.252485145474903,15.19340515136719,15.193405151367188,500,0.0,0.0,0.0
1999-01-28 00:00:00-05:00,15.144165220538389,15.242631834456063,15.09493191357955,15.213091850280762,1900,0.0,0.0,0.0
